address,town_name,province_name,source_id,type_of_water_source,results
"20 Kinshasa Road",Rural,Kilimani,KiRu30338224,well,"Contaminated: Chemical"
"2 Kinshasa Road",Rural,Kilimani,KiRu30339224,tap_in_home_broken,NULL
"123 Kinshasa Road",Rural,Kilimani,KiRu30340224,shared_tap,NULL
"123 Kinshasa Road",Rural,Kilimani,KiRu30340224,shared_tap,NULL
"123 Kinshasa Road",Rural,Kilimani,KiRu30340224,shared_tap,NULL
"123 Kinshasa Road",Rural,Kilimani,KiRu30340224,shared_tap,NULL
"123 Kinshasa Road",Rural,Kilimani,KiRu30340224,shared_tap,NULL
"123 Kinshasa Road",Rural,Kilimani,KiRu30340224,shared_tap,NULL
"123 Kinshasa Road",Rural,Kilimani,KiRu30340224,shared_tap,NULL
"123 Kinshasa Road",Rural,Kilimani,KiRu30340224,shared_tap,NULL
"47 Kinshasa Road",Rural,Kilimani,KiRu30341224,well,"Contaminated: Biological"
"3 Kinshasa Road",Rural,Kilimani,KiRu30342224,shared_tap,NULL
"3 Kinshasa Road",Rural,Kilimani,KiRu30342224,shared_tap,NULL
"3 Kinshasa Road",Rural,Kilimani,KiRu30342224,shared_tap,NULL
"3 Kinshasa Road",Rural,Kilimani,KiRu30342224,shared_tap,NULL
"3 Kinshasa Road",Rural,Kilimani,KiRu30342224,shared_tap,NULL
"3 Kinshasa Road",Rural,Kilimani,KiRu30342224,shared_tap,NULL
"3 Kinshasa Road",Rural,Kilimani,KiRu30342224,shared_tap,NULL
"3 Kinshasa Road",Rural,Kilimani,KiRu30342224,shared_tap,NULL
"30 Kinshasa Road",Rural,Kilimani,KiRu30343224,well,"Contaminated: Chemical"
"76 Kinshasa Road",Rural,Kilimani,KiRu30344224,well,"Contaminated: Chemical"
"103 Kinshasa Road",Rural,Kilimani,KiRu30345224,well,"Contaminated: Biological"
"90 Kinshasa Road",Rural,Kilimani,KiRu30346224,shared_tap,NULL
"150 Kinshasa Road",Rural,Kilimani,KiRu30347224,well,"Contaminated: Chemical"
"29 Kinshasa Road",Rural,Kilimani,KiRu30348224,shared_tap,NULL
"29 Kinshasa Road",Rural,Kilimani,KiRu30348224,shared_tap,NULL
"29 Kinshasa Road",Rural,Kilimani,KiRu30348224,shared_tap,NULL
"29 Kinshasa Road",Rural,Kilimani,KiRu30348224,shared_tap,NULL
"29 Kinshasa Road",Rural,Kilimani,KiRu30348224,shared_tap,NULL
"29 Kinshasa Road",Rural,Kilimani,KiRu30348224,shared_tap,NULL
"29 Kinshasa Road",Rural,Kilimani,KiRu30348224,shared_tap,NULL
"29 Kinshasa Road",Rural,Kilimani,KiRu30348224,shared_tap,NULL
"34 Kinshasa Road",Rural,Kilimani,KiRu30349224,shared_tap,NULL
"34 Kinshasa Road",Rural,Kilimani,KiRu30349224,shared_tap,NULL
"34 Kinshasa Road",Rural,Kilimani,KiRu30349224,shared_tap,NULL
"34 Kinshasa Road",Rural,Kilimani,KiRu30349224,shared_tap,NULL
"34 Kinshasa Road",Rural,Kilimani,KiRu30349224,shared_tap,NULL
"34 Kinshasa Road",Rural,Kilimani,KiRu30349224,shared_tap,NULL
"34 Kinshasa Road",Rural,Kilimani,KiRu30349224,shared_tap,NULL
"34 Kinshasa Road",Rural,Kilimani,KiRu30349224,shared_tap,NULL
"43 Kinshasa Road",Rural,Kilimani,KiRu30350224,well,Clean
"95 Kinshasa Road",Rural,Kilimani,KiRu30351224,tap_in_home_broken,NULL
"44 Kinshasa Road",Rural,Kilimani,KiRu30352224,well,"Contaminated: Chemical"
"61 Kinshasa Road",Rural,Kilimani,KiRu30353224,river,NULL
"21 Kinshasa Road",Rural,Kilimani,KiRu30354224,well,"Contaminated: Biological"
"73 Kinshasa Road",Rural,Kilimani,KiRu30355224,well,"Contaminated: Chemical"
"31 Kinshasa Road",Rural,Kilimani,KiRu30356224,river,NULL
"75 Kinshasa Road",Rural,Kilimani,KiRu30357224,river,NULL
"17 Kinshasa Road",Rural,Kilimani,KiRu30358224,well,"Contaminated: Chemical"
"10 Kinshasa Road",Rural,Kilimani,KiRu30359224,river,NULL
"12 Kinshasa Road",Rural,Kilimani,KiRu30360224,tap_in_home_broken,NULL
"102 Kinshasa Road",Rural,Kilimani,KiRu30361224,river,NULL
"135 Kinshasa Road",Rural,Kilimani,KiRu30362224,tap_in_home_broken,NULL
"83 Kinshasa Road",Rural,Kilimani,KiRu30363224,well,"Contaminated: Biological"
"93 Kinshasa Road",Rural,Kilimani,KiRu30364224,shared_tap,NULL
"81 Kinshasa Road",Rural,Kilimani,KiRu30365224,river,NULL
"4 Kinshasa Road",Rural,Kilimani,KiRu30366224,tap_in_home,NULL
"77 Kinshasa Road",Rural,Kilimani,KiRu30367224,well,Clean
"115 Kinshasa Road",Rural,Kilimani,KiRu30368224,well,"Contaminated: Chemical"
"145 Kinshasa Road",Rural,Kilimani,KiRu30369224,well,"Contaminated: Biological"
"33 Kinshasa Road",Rural,Kilimani,KiRu30370224,tap_in_home,NULL
"14 Kinshasa Road",Rural,Kilimani,KiRu30371224,well,"Contaminated: Chemical"
"120 Kinshasa Road",Rural,Kilimani,KiRu30372224,well,"Contaminated: Chemical"
"131 Kinshasa Road",Rural,Kilimani,KiRu30373224,tap_in_home_broken,NULL
"68 Kinshasa Road",Rural,Kilimani,KiRu30374224,well,"Contaminated: Biological"
"71 Kinshasa Road",Rural,Kilimani,KiRu30375224,shared_tap,NULL
"71 Kinshasa Road",Rural,Kilimani,KiRu30375224,shared_tap,NULL
"71 Kinshasa Road",Rural,Kilimani,KiRu30375224,shared_tap,NULL
"71 Kinshasa Road",Rural,Kilimani,KiRu30375224,shared_tap,NULL
"71 Kinshasa Road",Rural,Kilimani,KiRu30375224,shared_tap,NULL
"71 Kinshasa Road",Rural,Kilimani,KiRu30375224,shared_tap,NULL
"71 Kinshasa Road",Rural,Kilimani,KiRu30375224,shared_tap,NULL
"71 Kinshasa Road",Rural,Kilimani,KiRu30375224,shared_tap,NULL
"70 Kinshasa Road",Rural,Kilimani,KiRu30376224,well,Clean
"139 Kinshasa Road",Rural,Kilimani,KiRu30377224,well,Clean
"96 Kinshasa Road",Rural,Kilimani,KiRu30378224,shared_tap,NULL
"38 Kinshasa Road",Rural,Kilimani,KiRu30379224,tap_in_home_broken,NULL
"53 Kinshasa Road",Rural,Kilimani,KiRu30380224,tap_in_home_broken,NULL
"143 Kinshasa Road",Rural,Kilimani,KiRu30381224,tap_in_home,NULL
"84 Kinshasa Road",Rural,Kilimani,KiRu30382224,tap_in_home,NULL
"16 Kinshasa Road",Rural,Kilimani,KiRu30383224,well,"Contaminated: Chemical"
"58 Kinshasa Road",Rural,Kilimani,KiRu30384224,well,"Contaminated: Biological"
"114 Kinshasa Road",Rural,Kilimani,KiRu30385224,well,"Contaminated: Biological"
"104 Kinshasa Road",Rural,Kilimani,KiRu30386224,well,"Contaminated: Chemical"
"108 Kinshasa Road",Rural,Kilimani,KiRu30387224,shared_tap,NULL
"108 Kinshasa Road",Rural,Kilimani,KiRu30387224,shared_tap,NULL
"108 Kinshasa Road",Rural,Kilimani,KiRu30387224,shared_tap,NULL
"108 Kinshasa Road",Rural,Kilimani,KiRu30387224,shared_tap,NULL
"108 Kinshasa Road",Rural,Kilimani,KiRu30387224,shared_tap,NULL
"108 Kinshasa Road",Rural,Kilimani,KiRu30387224,shared_tap,NULL
"108 Kinshasa Road",Rural,Kilimani,KiRu30387224,shared_tap,NULL
"108 Kinshasa Road",Rural,Kilimani,KiRu30387224,shared_tap,NULL
"67 Kinshasa Road",Rural,Kilimani,KiRu30388224,well,"Contaminated: Chemical"
"89 Kinshasa Road",Rural,Kilimani,KiRu30389224,shared_tap,NULL
"56 Kinshasa Road",Rural,Kilimani,KiRu30390224,tap_in_home,NULL
"8 Kinshasa Road",Rural,Kilimani,KiRu30391224,tap_in_home_broken,NULL
"11 Kinshasa Road",Rural,Kilimani,KiRu30392224,shared_tap,NULL
"11 Kinshasa Road",Rural,Kilimani,KiRu30392224,shared_tap,NULL
"11 Kinshasa Road",Rural,Kilimani,KiRu30392224,shared_tap,NULL
"11 Kinshasa Road",Rural,Kilimani,KiRu30392224,shared_tap,NULL
"11 Kinshasa Road",Rural,Kilimani,KiRu30392224,shared_tap,NULL
"11 Kinshasa Road",Rural,Kilimani,KiRu30392224,shared_tap,NULL
"11 Kinshasa Road",Rural,Kilimani,KiRu30392224,shared_tap,NULL
"11 Kinshasa Road",Rural,Kilimani,KiRu30392224,shared_tap,NULL
"134 Kinshasa Road",Rural,Kilimani,KiRu30393224,river,NULL
"128 Kinshasa Road",Rural,Kilimani,KiRu30394224,shared_tap,NULL
"25 Kinshasa Road",Rural,Kilimani,KiRu30395224,tap_in_home_broken,NULL
"91 Kinshasa Road",Rural,Kilimani,KiRu30396224,shared_tap,NULL
"124 Kinshasa Road",Rural,Kilimani,KiRu30397224,shared_tap,NULL
"124 Kinshasa Road",Rural,Kilimani,KiRu30397224,shared_tap,NULL
"124 Kinshasa Road",Rural,Kilimani,KiRu30397224,shared_tap,NULL
"124 Kinshasa Road",Rural,Kilimani,KiRu30397224,shared_tap,NULL
"124 Kinshasa Road",Rural,Kilimani,KiRu30397224,shared_tap,NULL
"124 Kinshasa Road",Rural,Kilimani,KiRu30397224,shared_tap,NULL
"124 Kinshasa Road",Rural,Kilimani,KiRu30397224,shared_tap,NULL
"124 Kinshasa Road",Rural,Kilimani,KiRu30397224,shared_tap,NULL
"42 Kinshasa Road",Rural,Kilimani,KiRu30398224,well,Clean
"148 Kinshasa Road",Rural,Kilimani,KiRu30399224,well,"Contaminated: Chemical"
"62 Kinshasa Road",Rural,Kilimani,KiRu30400224,well,"Contaminated: Chemical"
"112 Kinshasa Road",Rural,Kilimani,KiRu30401224,tap_in_home,NULL
"142 Kinshasa Road",Rural,Kilimani,KiRu30402224,well,"Contaminated: Biological"
"133 Kinshasa Road",Rural,Kilimani,KiRu30403224,well,"Contaminated: Biological"
"24 Kinshasa Road",Rural,Kilimani,KiRu30404224,shared_tap,NULL
"24 Kinshasa Road",Rural,Kilimani,KiRu30404224,shared_tap,NULL
"24 Kinshasa Road",Rural,Kilimani,KiRu30404224,shared_tap,NULL
"24 Kinshasa Road",Rural,Kilimani,KiRu30404224,shared_tap,NULL
"24 Kinshasa Road",Rural,Kilimani,KiRu30404224,shared_tap,NULL
"24 Kinshasa Road",Rural,Kilimani,KiRu30404224,shared_tap,NULL
"24 Kinshasa Road",Rural,Kilimani,KiRu30404224,shared_tap,NULL
"24 Kinshasa Road",Rural,Kilimani,KiRu30404224,shared_tap,NULL
"69 Kinshasa Road",Rural,Kilimani,KiRu30405224,well,"Contaminated: Biological"
"116 Kinshasa Road",Rural,Kilimani,KiRu30406224,well,"Contaminated: Chemical"
"111 Kinshasa Road",Rural,Kilimani,KiRu30407224,well,Clean
"87 Kinshasa Road",Rural,Kilimani,KiRu30408224,tap_in_home_broken,NULL
"94 Kinshasa Road",Rural,Kilimani,KiRu30409224,tap_in_home,NULL
"41 Kinshasa Road",Rural,Kilimani,KiRu30410224,well,"Contaminated: Chemical"
"40 Kinshasa Road",Rural,Kilimani,KiRu30411224,well,"Contaminated: Chemical"
"50 Kinshasa Road",Rural,Kilimani,KiRu30412224,tap_in_home_broken,NULL
"52 Kinshasa Road",Rural,Kilimani,KiRu30413224,well,"Contaminated: Chemical"
"49 Kinshasa Road",Rural,Kilimani,KiRu30414224,well,"Contaminated: Chemical"
"5 Kinshasa Road",Rural,Kilimani,KiRu30415224,tap_in_home_broken,NULL
"45 Kinshasa Road",Rural,Kilimani,KiRu30416224,well,"Contaminated: Chemical"
"125 Kinshasa Road",Rural,Kilimani,KiRu30417224,tap_in_home,NULL
"26 Kinshasa Road",Rural,Kilimani,KiRu30418224,well,"Contaminated: Chemical"
"23 Kinshasa Road",Rural,Kilimani,KiRu30419224,river,NULL
"132 Kinshasa Road",Rural,Kilimani,KiRu30420224,well,"Contaminated: Chemical"
"59 Kinshasa Road",Rural,Kilimani,KiRu30421224,well,"Contaminated: Biological"
"99 Kinshasa Road",Rural,Kilimani,KiRu30422224,well,Clean
"118 Kinshasa Road",Rural,Kilimani,KiRu30423224,shared_tap,NULL
"118 Kinshasa Road",Rural,Kilimani,KiRu30423224,shared_tap,NULL
"118 Kinshasa Road",Rural,Kilimani,KiRu30423224,shared_tap,NULL
"118 Kinshasa Road",Rural,Kilimani,KiRu30423224,shared_tap,NULL
"118 Kinshasa Road",Rural,Kilimani,KiRu30423224,shared_tap,NULL
"118 Kinshasa Road",Rural,Kilimani,KiRu30423224,shared_tap,NULL
"118 Kinshasa Road",Rural,Kilimani,KiRu30423224,shared_tap,NULL
"118 Kinshasa Road",Rural,Kilimani,KiRu30423224,shared_tap,NULL
"119 Kinshasa Road",Rural,Kilimani,KiRu30424224,river,NULL
"144 Kinshasa Road",Rural,Kilimani,KiRu30425224,tap_in_home_broken,NULL
"39 Kinshasa Road",Rural,Kilimani,KiRu30426224,river,NULL
"101 Kinshasa Road",Rural,Kilimani,KiRu30427224,shared_tap,NULL
"101 Kinshasa Road",Rural,Kilimani,KiRu30427224,shared_tap,NULL
"101 Kinshasa Road",Rural,Kilimani,KiRu30427224,shared_tap,NULL
"101 Kinshasa Road",Rural,Kilimani,KiRu30427224,shared_tap,NULL
"101 Kinshasa Road",Rural,Kilimani,KiRu30427224,shared_tap,NULL
"101 Kinshasa Road",Rural,Kilimani,KiRu30427224,shared_tap,NULL
"101 Kinshasa Road",Rural,Kilimani,KiRu30427224,shared_tap,NULL
"101 Kinshasa Road",Rural,Kilimani,KiRu30427224,shared_tap,NULL
"72 Kinshasa Road",Rural,Kilimani,KiRu30428224,well,"Contaminated: Chemical"
"121 Kinshasa Road",Rural,Kilimani,KiRu30429224,river,NULL
"166 Sahara Street",Rural,Kilimani,KiRu30430224,river,NULL
"167 Sahara Street",Rural,Kilimani,KiRu30431224,tap_in_home,NULL
"29 Sahara Street",Rural,Kilimani,KiRu30432224,tap_in_home_broken,NULL
"150 Sahara Street",Rural,Kilimani,KiRu30433224,shared_tap,NULL
"150 Sahara Street",Rural,Kilimani,KiRu30433224,shared_tap,NULL
"150 Sahara Street",Rural,Kilimani,KiRu30433224,shared_tap,NULL
"150 Sahara Street",Rural,Kilimani,KiRu30433224,shared_tap,NULL
"150 Sahara Street",Rural,Kilimani,KiRu30433224,shared_tap,NULL
"150 Sahara Street",Rural,Kilimani,KiRu30433224,shared_tap,NULL
"150 Sahara Street",Rural,Kilimani,KiRu30433224,shared_tap,NULL
"150 Sahara Street",Rural,Kilimani,KiRu30433224,shared_tap,NULL
"96 Sahara Street",Rural,Kilimani,KiRu30434224,well,Clean
"39 Sahara Street",Rural,Kilimani,KiRu30435224,river,NULL
"182 Sahara Street",Rural,Kilimani,KiRu30436224,well,"Contaminated: Biological"
"128 Sahara Street",Rural,Kilimani,KiRu30437224,well,"Contaminated: Chemical"
"179 Sahara Street",Rural,Kilimani,KiRu30438224,tap_in_home,NULL
"25 Sahara Street",Rural,Kilimani,KiRu30439224,shared_tap,NULL
"82 Sahara Street",Rural,Kilimani,KiRu30440224,well,"Contaminated: Biological"
"7 Sahara Street",Rural,Kilimani,KiRu30441224,well,"Contaminated: Biological"
"30 Sahara Street",Rural,Kilimani,KiRu30442224,shared_tap,NULL
"30 Sahara Street",Rural,Kilimani,KiRu30442224,shared_tap,NULL
"30 Sahara Street",Rural,Kilimani,KiRu30442224,shared_tap,NULL
"30 Sahara Street",Rural,Kilimani,KiRu30442224,shared_tap,NULL
"30 Sahara Street",Rural,Kilimani,KiRu30442224,shared_tap,NULL
"30 Sahara Street",Rural,Kilimani,KiRu30442224,shared_tap,NULL
"30 Sahara Street",Rural,Kilimani,KiRu30442224,shared_tap,NULL
"30 Sahara Street",Rural,Kilimani,KiRu30442224,shared_tap,NULL
"149 Sahara Street",Rural,Kilimani,KiRu30443224,shared_tap,NULL
"149 Sahara Street",Rural,Kilimani,KiRu30443224,shared_tap,NULL
"149 Sahara Street",Rural,Kilimani,KiRu30443224,shared_tap,NULL
"149 Sahara Street",Rural,Kilimani,KiRu30443224,shared_tap,NULL
"149 Sahara Street",Rural,Kilimani,KiRu30443224,shared_tap,NULL
"149 Sahara Street",Rural,Kilimani,KiRu30443224,shared_tap,NULL
"149 Sahara Street",Rural,Kilimani,KiRu30443224,shared_tap,NULL
"149 Sahara Street",Rural,Kilimani,KiRu30443224,shared_tap,NULL
"78 Sahara Street",Rural,Kilimani,KiRu30444224,well,"Contaminated: Chemical"
"84 Sahara Street",Rural,Kilimani,KiRu30445224,well,"Contaminated: Chemical"
"141 Sahara Street",Rural,Kilimani,KiRu30446224,well,"Contaminated: Biological"
"173 Sahara Street",Rural,Kilimani,KiRu30447224,shared_tap,NULL
"47 Sahara Street",Rural,Kilimani,KiRu30448224,well,"Contaminated: Biological"
"192 Sahara Street",Rural,Kilimani,KiRu30449224,shared_tap,NULL
"192 Sahara Street",Rural,Kilimani,KiRu30449224,shared_tap,NULL
"192 Sahara Street",Rural,Kilimani,KiRu30449224,shared_tap,NULL
"192 Sahara Street",Rural,Kilimani,KiRu30449224,shared_tap,NULL
"192 Sahara Street",Rural,Kilimani,KiRu30449224,shared_tap,NULL
"192 Sahara Street",Rural,Kilimani,KiRu30449224,shared_tap,NULL
"192 Sahara Street",Rural,Kilimani,KiRu30449224,shared_tap,NULL
"192 Sahara Street",Rural,Kilimani,KiRu30449224,shared_tap,NULL
"83 Sahara Street",Rural,Kilimani,KiRu30450224,tap_in_home_broken,NULL
"178 Sahara Street",Rural,Kilimani,KiRu30451224,well,"Contaminated: Chemical"
"135 Sahara Street",Rural,Kilimani,KiRu30452224,tap_in_home,NULL
"38 Sahara Street",Rural,Kilimani,KiRu30453224,tap_in_home_broken,NULL
"142 Sahara Street",Rural,Kilimani,KiRu30454224,river,NULL
"27 Sahara Street",Rural,Kilimani,KiRu30455224,tap_in_home,NULL
"24 Sahara Street",Rural,Kilimani,KiRu30456224,well,"Contaminated: Chemical"
"172 Sahara Street",Rural,Kilimani,KiRu30457224,shared_tap,NULL
"49 Sahara Street",Rural,Kilimani,KiRu30458224,tap_in_home,NULL
"35 Sahara Street",Rural,Kilimani,KiRu30459224,river,NULL
"57 Sahara Street",Rural,Kilimani,KiRu30460224,shared_tap,NULL
"80 Sahara Street",Rural,Kilimani,KiRu30461224,shared_tap,NULL
"80 Sahara Street",Rural,Kilimani,KiRu30461224,shared_tap,NULL
"80 Sahara Street",Rural,Kilimani,KiRu30461224,shared_tap,NULL
"80 Sahara Street",Rural,Kilimani,KiRu30461224,shared_tap,NULL
"80 Sahara Street",Rural,Kilimani,KiRu30461224,shared_tap,NULL
"80 Sahara Street",Rural,Kilimani,KiRu30461224,shared_tap,NULL
"80 Sahara Street",Rural,Kilimani,KiRu30461224,shared_tap,NULL
"80 Sahara Street",Rural,Kilimani,KiRu30461224,shared_tap,NULL
"26 Sahara Street",Rural,Kilimani,KiRu30462224,well,"Contaminated: Biological"
"118 Sahara Street",Rural,Kilimani,KiRu30463224,well,"Contaminated: Biological"
"92 Sahara Street",Rural,Kilimani,KiRu30464224,shared_tap,NULL
"9 Sahara Street",Rural,Kilimani,KiRu30465224,well,Clean
"100 Sahara Street",Rural,Kilimani,KiRu30466224,well,Clean
"200 Sahara Street",Rural,Kilimani,KiRu30467224,well,"Contaminated: Chemical"
"104 Sahara Street",Rural,Kilimani,KiRu30468224,well,Clean
"193 Sahara Street",Rural,Kilimani,KiRu30469224,well,"Contaminated: Chemical"
"45 Sahara Street",Rural,Kilimani,KiRu30470224,well,"Contaminated: Chemical"
"115 Sahara Street",Rural,Kilimani,KiRu30471224,tap_in_home,NULL
"61 Sahara Street",Rural,Kilimani,KiRu30472224,river,NULL
"112 Sahara Street",Rural,Kilimani,KiRu30473224,well,"Contaminated: Chemical"
"86 Sahara Street",Rural,Kilimani,KiRu30474224,well,"Contaminated: Chemical"
"183 Sahara Street",Rural,Kilimani,KiRu30475224,well,"Contaminated: Chemical"
"73 Sahara Street",Rural,Kilimani,KiRu30476224,shared_tap,NULL
"73 Sahara Street",Rural,Kilimani,KiRu30476224,shared_tap,NULL
"73 Sahara Street",Rural,Kilimani,KiRu30476224,shared_tap,NULL
"73 Sahara Street",Rural,Kilimani,KiRu30476224,shared_tap,NULL
"73 Sahara Street",Rural,Kilimani,KiRu30476224,shared_tap,NULL
"73 Sahara Street",Rural,Kilimani,KiRu30476224,shared_tap,NULL
"73 Sahara Street",Rural,Kilimani,KiRu30476224,shared_tap,NULL
"73 Sahara Street",Rural,Kilimani,KiRu30476224,shared_tap,NULL
"87 Sahara Street",Rural,Kilimani,KiRu30477224,tap_in_home,NULL
"79 Sahara Street",Rural,Kilimani,KiRu30478224,river,NULL
"185 Sahara Street",Rural,Kilimani,KiRu30479224,well,"Contaminated: Chemical"
"134 Sahara Street",Rural,Kilimani,KiRu30480224,well,"Contaminated: Chemical"
"170 Sahara Street",Rural,Kilimani,KiRu30481224,well,"Contaminated: Chemical"
"148 Sahara Street",Rural,Kilimani,KiRu30482224,tap_in_home,NULL
"114 Sahara Street",Rural,Kilimani,KiRu30483224,tap_in_home,NULL
"97 Sahara Street",Rural,Kilimani,KiRu30484224,well,"Contaminated: Biological"
"72 Sahara Street",Rural,Kilimani,KiRu30485224,shared_tap,NULL
"72 Sahara Street",Rural,Kilimani,KiRu30485224,shared_tap,NULL
"72 Sahara Street",Rural,Kilimani,KiRu30485224,shared_tap,NULL
"72 Sahara Street",Rural,Kilimani,KiRu30485224,shared_tap,NULL
"72 Sahara Street",Rural,Kilimani,KiRu30485224,shared_tap,NULL
"72 Sahara Street",Rural,Kilimani,KiRu30485224,shared_tap,NULL
"72 Sahara Street",Rural,Kilimani,KiRu30485224,shared_tap,NULL
"72 Sahara Street",Rural,Kilimani,KiRu30485224,shared_tap,NULL
"11 Sahara Street",Rural,Kilimani,KiRu30486224,shared_tap,NULL
"165 Sahara Street",Rural,Kilimani,KiRu30487224,shared_tap,NULL
"165 Sahara Street",Rural,Kilimani,KiRu30487224,shared_tap,NULL
"165 Sahara Street",Rural,Kilimani,KiRu30487224,shared_tap,NULL
"165 Sahara Street",Rural,Kilimani,KiRu30487224,shared_tap,NULL
"165 Sahara Street",Rural,Kilimani,KiRu30487224,shared_tap,NULL
"165 Sahara Street",Rural,Kilimani,KiRu30487224,shared_tap,NULL
"165 Sahara Street",Rural,Kilimani,KiRu30487224,shared_tap,NULL
"165 Sahara Street",Rural,Kilimani,KiRu30487224,shared_tap,NULL
"12 Sahara Street",Rural,Kilimani,KiRu30488224,well,"Contaminated: Biological"
"156 Sahara Street",Rural,Kilimani,KiRu30489224,shared_tap,NULL
"156 Sahara Street",Rural,Kilimani,KiRu30489224,shared_tap,NULL
"156 Sahara Street",Rural,Kilimani,KiRu30489224,shared_tap,NULL
"156 Sahara Street",Rural,Kilimani,KiRu30489224,shared_tap,NULL
"156 Sahara Street",Rural,Kilimani,KiRu30489224,shared_tap,NULL
"156 Sahara Street",Rural,Kilimani,KiRu30489224,shared_tap,NULL
"156 Sahara Street",Rural,Kilimani,KiRu30489224,shared_tap,NULL
"156 Sahara Street",Rural,Kilimani,KiRu30489224,shared_tap,NULL
"145 Sahara Street",Rural,Kilimani,KiRu30490224,well,"Contaminated: Biological"
"154 Sahara Street",Rural,Kilimani,KiRu30491224,well,"Contaminated: Biological"
"16 Sahara Street",Rural,Kilimani,KiRu30492224,well,"Contaminated: Chemical"
"164 Sahara Street",Rural,Kilimani,KiRu30493224,tap_in_home_broken,NULL
"63 Sahara Street",Rural,Kilimani,KiRu30494224,shared_tap,NULL
"63 Sahara Street",Rural,Kilimani,KiRu30494224,shared_tap,NULL
"63 Sahara Street",Rural,Kilimani,KiRu30494224,shared_tap,NULL
"63 Sahara Street",Rural,Kilimani,KiRu30494224,shared_tap,NULL
"63 Sahara Street",Rural,Kilimani,KiRu30494224,shared_tap,NULL
"63 Sahara Street",Rural,Kilimani,KiRu30494224,shared_tap,NULL
"63 Sahara Street",Rural,Kilimani,KiRu30494224,shared_tap,NULL
"63 Sahara Street",Rural,Kilimani,KiRu30494224,shared_tap,NULL
"197 Sahara Street",Rural,Kilimani,KiRu30495224,well,"Contaminated: Chemical"
"17 Sahara Street",Rural,Kilimani,KiRu30496224,well,"Contaminated: Biological"
"106 Sahara Street",Rural,Kilimani,KiRu30497224,well,"Contaminated: Biological"
"42 Sahara Street",Rural,Kilimani,KiRu30498224,tap_in_home_broken,NULL
"15 Sahara Street",Rural,Kilimani,KiRu30499224,river,NULL
"157 Sahara Street",Rural,Kilimani,KiRu30500224,tap_in_home_broken,NULL
"124 Sahara Street",Rural,Kilimani,KiRu30501224,river,NULL
"107 Sahara Street",Rural,Kilimani,KiRu30502224,shared_tap,NULL
"48 Sahara Street",Rural,Kilimani,KiRu30503224,well,"Contaminated: Chemical"
"89 Sahara Street",Rural,Kilimani,KiRu30504224,well,"Contaminated: Chemical"
"65 Sahara Street",Rural,Kilimani,KiRu30505224,tap_in_home,NULL
"51 Sahara Street",Rural,Kilimani,KiRu30506224,well,"Contaminated: Biological"
"123 Sahara Street",Rural,Kilimani,KiRu30507224,river,NULL
"133 Sahara Street",Rural,Kilimani,KiRu30508224,well,"Contaminated: Biological"
"6 Sahara Street",Rural,Kilimani,KiRu30509224,well,"Contaminated: Chemical"
"59 Sahara Street",Rural,Kilimani,KiRu30510224,well,"Contaminated: Biological"
"76 Sahara Street",Rural,Kilimani,KiRu30511224,well,Clean
"99 Sahara Street",Rural,Kilimani,KiRu30512224,river,NULL
"95 Sahara Street",Rural,Kilimani,KiRu30513224,river,NULL
"161 Sahara Street",Rural,Kilimani,KiRu30514224,tap_in_home_broken,NULL
"177 Sahara Street",Rural,Kilimani,KiRu30515224,tap_in_home_broken,NULL
"43 Sahara Street",Rural,Kilimani,KiRu30516224,river,NULL
"151 Sahara Street",Rural,Kilimani,KiRu30517224,well,"Contaminated: Chemical"
"77 Sahara Street",Rural,Kilimani,KiRu30518224,shared_tap,NULL
"77 Sahara Street",Rural,Kilimani,KiRu30518224,shared_tap,NULL
"77 Sahara Street",Rural,Kilimani,KiRu30518224,shared_tap,NULL
"77 Sahara Street",Rural,Kilimani,KiRu30518224,shared_tap,NULL
"77 Sahara Street",Rural,Kilimani,KiRu30518224,shared_tap,NULL
"77 Sahara Street",Rural,Kilimani,KiRu30518224,shared_tap,NULL
"77 Sahara Street",Rural,Kilimani,KiRu30518224,shared_tap,NULL
"77 Sahara Street",Rural,Kilimani,KiRu30518224,shared_tap,NULL
"8 Sahara Street",Rural,Kilimani,KiRu30519224,well,"Contaminated: Chemical"
"66 Sahara Street",Rural,Kilimani,KiRu30520224,well,"Contaminated: Chemical"
"180 Sahara Street",Rural,Kilimani,KiRu30521224,tap_in_home_broken,NULL
"102 Sahara Street",Rural,Kilimani,KiRu30522224,river,NULL
"168 Sahara Street",Rural,Kilimani,KiRu30523224,well,"Contaminated: Chemical"
"163 Sahara Street",Rural,Kilimani,KiRu30524224,well,"Contaminated: Chemical"
"5 Sahara Street",Rural,Kilimani,KiRu30525224,tap_in_home_broken,NULL
"113 Sahara Street",Rural,Kilimani,KiRu30526224,tap_in_home,NULL
"143 Sahara Street",Rural,Kilimani,KiRu30527224,river,NULL
"190 Sahara Street",Rural,Kilimani,KiRu30528224,tap_in_home,NULL
"14 Sahara Street",Rural,Kilimani,KiRu30529224,tap_in_home,NULL
"44 Sahara Street",Rural,Kilimani,KiRu30530224,well,"Contaminated: Biological"
"176 Sahara Street",Rural,Kilimani,KiRu30531224,well,Clean
"69 Sahara Street",Rural,Kilimani,KiRu30532224,river,NULL
"109 Sahara Street",Rural,Kilimani,KiRu30533224,shared_tap,NULL
