Project_id,source_id,Address,Town,Province,Source_type,Improvement,Source_status,Date_of_completion,Comments
18736,SoMa34040224,"124 Yaya Touré Lane",Majengo,Sokoto,river,"Drill well",Backlog,NULL,NULL
18737,KiHa22935224,"76 Bujumbura Street",Harare,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18738,KiRu26848224,"139 N'Djamena Road",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18739,HaRu17496224,"85 Rhodes Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
18740,AmDa11482224,"153 Johannesburg Street",Dahabu,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
18741,AmRu13470224,"129 Casablanca Street",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
18742,SoMa34539224,"125 Thomas Mapfumo Road",Marang,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
18743,HaSe21214224,"36 Afro Beat Road",Serowe,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18744,HaRu20493224,"161 Gbenga Adeyinka Street",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
18745,HaAm15934224,"143 Garang Street",Amina,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
18746,KiRu26614224,"36 Gaborone Avenue",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18747,AmRu15154224,"66 Mawimbi Maji Street",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
18748,AkRu04412224,"112 Asmara Street",Rural,Akatsi,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
18749,KiRu29331224,"1 Pwani Ya Utulivu Drive",Rural,Kilimani,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
18750,KiZu30804224,"94 Banjul Street",Zuri,Kilimani,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
18751,AkRu04456224,"37 Antananarivo Road",Rural,Akatsi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
18752,HaDe16637224,"150 Yvonne Chaka Road",Deka,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
18753,SoRu36329224,"6 Casablanca Road",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
18754,AkRu08132224,"95 Pwani Ya Utukufu Road",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18755,AmRu13212224,"130 Hurghada Street",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
18756,HaRu18569224,"16 Kano Street",Rural,Hawassa,shared_tap,"Install 6 taps nearby",Backlog,NULL,NULL
18757,AkRu08632224,"14 Waka Waka Avenue",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
18758,AmAm09875224,"140 Afro Jazz Street",Amina,Amanzi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
18759,HaRu20042224,"167 Milima Kali Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
18760,AmRu15197224,"39 Mawimbi Maji Street",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
18761,KiRu29968224,"143 Special Star Road",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18762,HaRu17121224,"85 Twiga Lane",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
18763,AkRu03581224,"18 Koinange Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
18764,AkKi01566224,"47 Femi Kuti Drive",Kintampo,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18765,AkLu02280224,"174 Okonjo-Iweala Street",Lusaka,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
18766,AmRu13346224,"69 Lusaka Avenue",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
18767,AkRu08357224,"60 Freedom Road",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
18768,SoBa31788224,"191 Chura Usman Street",Bahari,Sokoto,river,"Drill well",Backlog,NULL,NULL
18769,AkLu02341224,"112 Okonjo-Iweala Street",Lusaka,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
18770,AkHa00799224,"13 Mbube Avenue",Harare,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
18771,KiRu26275224,"50 Kimathi Street",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
18772,KiRu30479224,"185 Sahara Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18773,AkRu03757224,"98 Lumumba Street",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18774,SoMa33683224,"77 Algiers Road",Majengo,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
18775,KiRu29854224,"47 Soweto Blues Boulevard",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18776,KiMr24420224,"121 Okocha Street",Mrembo,Kilimani,river,"Drill well",Backlog,NULL,NULL
18777,SoIl32280224,"34 Meru Circle",Ilanga,Sokoto,river,"Drill well",Backlog,NULL,NULL
18778,AkRu06591224,"73 Popo Kamuzu Street",Rural,Akatsi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
18779,AmRu14803224,"82 Nyama Choma Street",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18780,KiMr24284224,"59 Sokoto Avenue",Mrembo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18781,KiRu27487224,"51 Soyinka Boulevard",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18782,AmAs10011224,"133 Tembo Road",Asmara,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18783,KiRu25461224,"15 Uhuru Square",Rural,Kilimani,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
18784,KiRu26934224,"195 Zanzibar Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18785,KiRu28513224,"10 Sungura Amanpour Road",Rural,Kilimani,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
18786,AkRu07673224,"87 Ukingo Wa Mto Road",Rural,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
18787,SoMa33931224,"166 Yaya Touré Lane",Majengo,Sokoto,river,"Drill well",Backlog,NULL,NULL
18788,AkRu08293224,"121 Freedom Road",Rural,Akatsi,river,"Drill well",Backlog,NULL,NULL
18789,AkKi00911224,"21 Tunis Street",Kintampo,Akatsi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
18790,AmAm09772224,"64 Zamajobe Avenue",Amina,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18791,AkRu08108224,"113 Pwani Ya Utukufu Road",Rural,Akatsi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
18792,SoRu39083224,"116 Youssou N'Dour Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
18793,HaYa21595224,"10 Djembe Drive",Yaounde,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18794,AmDa11856224,"19 Nyoka Achebe Street",Dahabu,Amanzi,river,"Drill well",Backlog,NULL,NULL
18795,KiAm22293224,"72 Nguvu Tutu Street",Amara,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18796,AkRu02833224,"132 Nia Lane",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
18797,SoRu37766224,"105 Kuku Kenyatta Road",Rural,Sokoto,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
18798,KiRu25871224,"2 Kudu Square",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18799,AmRu13855224,"26 Timbuktu Road",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18800,KiRu27263224,"54 Maseru Road",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18801,KiHa22776224,"137 Tripoli Street",Harare,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18802,KiAm22387224,"41 Nguvu Tutu Street",Amara,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18803,AmAs10484224,"60 Nadi Kijani Lane",Asmara,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18804,KiZu31340224,"21 Kagame Court",Zuri,Kilimani,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
18805,HaRu18244224,"51 Abuja Avenue",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18806,HaRu17024224,"81 Twiga Lane",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
18807,AkRu05469224,"197 Wole Soyinka Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
18808,AkRu08274224,"150 Freedom Road",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
18809,KiMr25002224,"49 Ziwa La Tumaini Drive",Mrembo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18810,SoIl32559224,"15 Pwani Mchangani Road",Ilanga,Sokoto,river,"Drill well",Backlog,NULL,NULL
18811,SoRu36764224,"66 Kamuzu Banda Road",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18812,AkLu01592224,"53 Mogadishu Road",Lusaka,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18813,SoRu36981224,"91 Ellen Johnson Sirleaf Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
18814,HaRu19074224,"85 Winnie Mandela Street",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
18815,SoRu36714224,"11 Kamuzu Banda Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
18816,HaZa21788224,"34 Kampala Road",Zanzibar,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
18817,KiRu29865224,"56 Soweto Blues Boulevard",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18818,SoRu38595224,"13 Mlima Wa Ufalme Avenue",Rural,Sokoto,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
18819,SoCh32082224,"123 Lusaka Road",Cheche,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
18820,KiRu27251224,"41 Maseru Road",Rural,Kilimani,shared_tap,"Install 5 taps nearby",Backlog,NULL,NULL
18821,AkRu08792224,"80 Ladysmith Black Street",Rural,Akatsi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
18822,SoCh32120224,"7 Lusaka Road",Cheche,Sokoto,river,"Drill well",Backlog,NULL,NULL
18823,KiRu29493224,"53 Bahari Nyeupe Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18824,AkKi01177224,"127 Ziwa Nyeusi Street",Kintampo,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
18825,SoRu39080224,"119 Youssou N'Dour Road",Rural,Sokoto,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
18826,KiMr24591224,"56 Kob Maathai Road",Mrembo,Kilimani,river,"Drill well",Backlog,NULL,NULL
18827,HaRu20126224,"135 Milima Kali Street",Rural,Hawassa,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
18828,AmRu14598224,"56 Desmond Tutu Road",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18829,KiRu30424224,"119 Kinshasa Road",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
18830,AkRu04298224,"94 Asmara Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
18831,SoRu38913224,"23 Asimbonanga Road",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18832,AmRu14742224,"134 Nyama Choma Street",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18833,AkRu07780224,"68 Ukingo Wa Mto Road",Rural,Akatsi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
18834,AkRu08023224,"50 Milima Nyeusi Drive",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
18835,AkRu06126224,"28 Simba Road",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
18836,KiAm22267224,"135 Nguvu Tutu Street",Amara,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18837,SoIl32628224,"37 Pwani Mchangani Road",Ilanga,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18838,SoRu38704224,"10 Mto Wa Ukarimu Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
18839,AmAm09924224,"152 Afro Jazz Street",Amina,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18840,SoRu36693224,"165 Machel Lane",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
18841,AmAb09263224,"30 Fela Kuti Drive",Abidjan,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18842,KiRu29418224,"6 Bahari Ya Uzuri Drive",Rural,Kilimani,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
18843,SoBa31757224,"6 Chura Usman Street",Bahari,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
18844,HaRu18314224,"28 Bamako Avenue",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
18845,KiRu29336224,"35 Pwani Ya Utulivu Drive",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18846,HaSe21325224,"109 Afro Beat Road",Serowe,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18847,HaAm16176224,"6 Kifaru Lumumba Road",Amina,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18848,KiMr24460224,"88 Okocha Street",Mrembo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18849,AkRu05702224,"28 Ramaphosa Road",Rural,Akatsi,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
18850,AmRu14824224,"37 Nyama Choma Street",Rural,Amanzi,well,"Install UV and RO filter",Backlog,NULL,NULL
18851,SoCh32148224,"31 Lusaka Road",Cheche,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
18852,HaAm16209224,"146 Kifaru Lumumba Road",Amina,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
18853,SoRu37420224,"113 Soko Soyinka Road",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18854,SoRu39031224,"94 Asimbonanga Road",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
18855,AkRu04799224,"9 Giza Street",Rural,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
18856,KiZu31102224,"42 Maputo Drive",Zuri,Kilimani,river,"Drill well",Backlog,NULL,NULL
18857,KiRu28628224,"152 Bahari Nzuri Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18858,AkRu08584224,"11 African Unity Drive",Rural,Akatsi,shared_tap,"Install 7 taps nearby",Backlog,NULL,NULL
18859,SoRu35689224,"10 Moroni Avenue",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
18860,KiRu27026224,"183 Zanzibar Street",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18861,SoBa31713224,"128 Chura Usman Street",Bahari,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18862,KiZu31399224,"67 Mto Wa Maji Avenue",Zuri,Kilimani,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
18863,AkRu04172224,"117 Victoria Street",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18864,KiRu28018224,"7 Duma Leakey Road",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
18865,KiHa23205224,"193 Port Said Street",Harare,Kilimani,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
18866,KiRu29112224,"118 Njia Ya Maji Road",Rural,Kilimani,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
18867,AmBe11179224,"175 Mbuzi Mbeki Street",Bello,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18868,KiRu26540224,"40 Praia Avenue",Rural,Kilimani,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
18869,KiRu28982224,"64 Njia Ya Maji Road",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18870,SoRu38308224,"200 Mto Wa Uzima Street",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
18871,KiRu27054224,"169 Zanzibar Street",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18872,KiRu29255224,"31 Bahari Ya Faraja Road",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18873,AmRu14360224,"3 Leakey Avenue",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18874,KiZu31023224,"66 Yaounde Street",Zuri,Kilimani,shared_tap,"Install 5 taps nearby",Backlog,NULL,NULL
18875,SoRu35788224,"44 Mombasa Road",Rural,Sokoto,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
18876,SoRu35635224,"175 Monrovia Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
18877,SoCh32155224,"135 Lusaka Road",Cheche,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
18878,HaZa21761224,"41 Kampala Road",Zanzibar,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
18879,AmAm09636224,"2 Lumumba Lane",Amina,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18880,SoRu36376224,"121 Nkrumah Road",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
18881,AmAs10454224,"183 Eto'o Street",Asmara,Amanzi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
18882,KiRu29639224,"111 Ziwa La Upendo Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18883,KiRu27822224,"9 Haile Selassie Avenue",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18884,SoIl32677224,"7 Pwani Mchangani Road",Ilanga,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
18885,AkRu05291224,"194 Kenyatta Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
18886,SoRu39195224,"46 Hugh Masekela Avenue",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
18887,KiRu26201224,"109 Kimathi Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18888,KiRu27788224,"9 Desmond Tutu Street",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
18889,KiHa22971224,"17 Bujumbura Street",Harare,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18890,HaRu19087224,"21 Winnie Mandela Street",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18891,KiRu26048224,"36 Zambezi Drive",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18892,KiRu29543224,"124 Bahari Nyeupe Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18893,AmRu13693224,"61 Khartoum Avenue",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18894,KiRu25944224,"33 Kalahari Avenue",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18895,AkLu02127224,"72 Kumasi Street",Lusaka,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
18896,AmPw12301224,"42 Zuri Place",Pwani,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18897,KiRu29192224,"88 Bahari Ya Faraja Road",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18898,SoRu35956224,"68 Seychelles Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
18899,AkKi01526224,"122 Zambezi Street",Kintampo,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18900,KiIs23798224,"16 Cape Coast Road",Isiqalo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18901,AmAm09977224,"16 Afro Jazz Street",Amina,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18902,AkRu04497224,"107 Antananarivo Road",Rural,Akatsi,shared_tap,"Install 7 taps nearby",Backlog,NULL,NULL
18903,AmRu13305224,"72 Hurghada Street",Rural,Amanzi,well,"Install UV and RO filter",Backlog,NULL,NULL
18904,HaDe16384224,"61 Ndege Tambo Road",Deka,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
18905,KiRu28637224,"85 Bahari Nzuri Street",Rural,Kilimani,shared_tap,"Install 2 taps nearby",Backlog,NULL,NULL
18906,KiRu25648224,"3 Kitale Drive",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18907,AkRu04072224,"1 Victoria Street",Rural,Akatsi,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
18908,KiRu29124224,"8 Mto Wa Raha Drive",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18909,SoRu35449224,"46 Mandela Drive",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
18910,KiHa23125224,"93 Port Said Street",Harare,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18911,AkRu03129224,"32 Asmara Boulevard",Rural,Akatsi,river,"Drill well",Backlog,NULL,NULL
18912,KiRu29162224,"22 Mto Wa Raha Drive",Rural,Kilimani,shared_tap,"Install 2 taps nearby",Backlog,NULL,NULL
18913,KiRu27011224,"180 Zanzibar Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18914,SoMa33894224,"8 Cissé Road",Majengo,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
18915,HaRu18537224,"102 Kano Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
18916,KiHa23451224,"31 Ladysmith Drive",Harare,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18917,AmRu13710224,"22 Khartoum Avenue",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18918,KiZu31177224,"12 Conakry Street",Zuri,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18919,KiRu28051224,"82 Duma Leakey Road",Rural,Kilimani,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
18920,AkHa00104224,"4 Addis Ababa Road",Harare,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18921,SoKo33400224,"103 Mlima Wa Hekima Street",Kofi,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
18922,AkLu01836224,"103 Lilongwe Street",Lusaka,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18923,AmRu15779224,"135 African Queen Road",Rural,Amanzi,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
18924,SoIl32947224,"185 Cape Verde Street",Ilanga,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
18925,HaDj16874224,"57 Fela Kuti Boulevard",Djenne,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18926,AmAb09245224,"14 Fela Kuti Drive",Abidjan,Amanzi,river,"Drill well",Backlog,NULL,NULL
18927,HaRu18022224,"76 Lubumbashi Lane",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18928,AmRu14812224,"40 Nyama Choma Street",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18929,AmRu15260224,"24 Mawimbi Maji Street",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
18930,AkHa00188224,"30 Abyei Avenue",Harare,Akatsi,river,"Drill well",Backlog,NULL,NULL
18931,SoRu37058224,"2 Nelson Mandela Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
18932,SoRu37966224,"104 Paka Dangote Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
18933,KiRu29753224,"8 Ziwa La Upendo Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18934,SoRu37037224,"126 Ellen Johnson Sirleaf Street",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18935,KiHa22948224,"23 Bujumbura Street",Harare,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18936,SoRu36444224,"133 Nkrumah Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
18937,AmAm09816224,"84 Afro Jazz Street",Amina,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
18938,AmAm09973224,"161 Afro Jazz Street",Amina,Amanzi,well,"Install UV and RO filter",Backlog,NULL,NULL
18939,KiHa23288224,"138 Samora Machel Road",Harare,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18940,KiIs23611224,"93 Langata Road",Isiqalo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18941,HaSe21343224,"22 Afro Beat Road",Serowe,Hawassa,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
18942,HaRu19687224,"8 Mamba Biko Drive",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
18943,KiRu25514224,"15 Limpopo Trail",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18944,SoRu35922224,"41 Seychelles Street",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
18945,KiIs23668224,"9 Dodoma Drive",Isiqalo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18946,KiRu27329224,"28 Bloemfontein Boulevard",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18947,KiAm22393224,"21 Nguvu Tutu Street",Amara,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
18948,AkRu03832224,"125 Lumumba Street",Rural,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
18949,HaRu18168224,"28 Djibouti Drive",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
18950,HaRu19761224,"19 Mlima Tazama Avenue",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18951,HaRu19403224,"51 Twiga Lumumba Boulevard",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18952,AkRu03219224,"152 Savanna Street",Rural,Akatsi,river,"Drill well",Backlog,NULL,NULL
18953,AmRu15620224,"5 Scatterlings Avenue",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18954,SoRu38245224,"29 Mto Wa Uzima Street",Rural,Sokoto,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
18955,KiRu27764224,"124 Desmond Tutu Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
18956,AkKi00933224,"1 Tunis Street",Kintampo,Akatsi,shared_tap,"Install 6 taps nearby",Backlog,NULL,NULL
18957,AmAs10357224,"114 Eto'o Street",Asmara,Amanzi,well,"Install UV and RO filter",Backlog,NULL,NULL
18958,AmRu15770224,"25 African Queen Road",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
18959,HaZa21643224,"18 Serengeti Court",Zanzibar,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
18960,HaDe16490224,"97 Ndege Tambo Road",Deka,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
