address,town_name,province_name,source_id,type_of_water_source,results,Improvement
"148 Casablanca Street",Rural,Amanzi,AmRu13533224,well,"Contaminated: Chemical","Install RO filter"
"29 Julius Nyerere Drive",Rural,Amanzi,AmRu14356224,tap_in_home_broken,NULL,NULL
"40 Tangier Terrace",Rural,Hawassa,HaRu17261224,tap_in_home_broken,NULL,NULL
"37 Burna Boy Street",Rural,Kilimani,KiRu30210224,tap_in_home_broken,NULL,NULL
"55 Ellen Johnson Sirleaf Street",Rural,Sokoto,SoRu36990224,tap_in_home_broken,NULL,NULL
"139 Afro Jazz Street",Amina,Amanzi,AmAm09916224,tap_in_home_broken,NULL,NULL
"19 Mto Wa Ukarimu Street",Rural,Sokoto,SoRu38792224,well,"Contaminated: Biological","Install UV and RO filter"
"51 Mto Wa Uzima Street",Rural,Sokoto,SoRu38324224,tap_in_home_broken,NULL,NULL
"52 Hugh Masekela Avenue",Rural,Sokoto,SoRu39248224,shared_tap,NULL,NULL
"78 Machel Lane",Rural,Sokoto,SoRu36579224,tap_in_home_broken,NULL,NULL
"130 Ziwa La Kioo Road",Rural,Kilimani,KiRu28861224,well,"Contaminated: Chemical","Install RO filter"
"150 African Queen Road",Rural,Amanzi,AmRu15840224,tap_in_home_broken,NULL,NULL
"41 Marrakech Avenue",Rural,Akatsi,AkRu04641224,shared_tap,NULL,NULL
"23 Usiku Court",Rural,Kilimani,KiRu25574224,well,"Contaminated: Biological","Install UV and RO filter"
"16 Asimbonanga Road",Rural,Sokoto,SoRu39015224,shared_tap,NULL,NULL
"92 Casablanca Road",Rural,Sokoto,SoRu36295224,well,"Contaminated: Chemical","Install RO filter"
"14 Okavango Bend",Rural,Kilimani,KiRu25558224,river,NULL,"Drill well"
"19 Hugh Masekela Avenue",Rural,Sokoto,SoRu39257224,well,"Contaminated: Biological","Install UV and RO filter"
"86 Farasi Makeba Street",Isiqalo,Kilimani,KiIs23994224,river,NULL,"Drill well"
"9 Achebe Kifaru Drive",Rural,Amanzi,AmRu14840224,tap_in_home_broken,NULL,NULL
"97 Bahari Nzuri Street",Rural,Kilimani,KiRu28656224,well,"Contaminated: Biological","Install UV and RO filter"
"60 Koinange Street",Rural,Akatsi,AkRu03644224,well,"Contaminated: Chemical","Install RO filter"
"28 Paka Dangote Street",Rural,Sokoto,SoRu38017224,well,"Contaminated: Chemical","Install RO filter"
"110 Tembo Road",Asmara,Amanzi,AmAs10039224,well,"Contaminated: Chemical","Install RO filter"
"38 Ziwa La Upendo Street",Rural,Kilimani,KiRu29686224,shared_tap,NULL,NULL
"118 Afrobeats Street",Mrembo,Kilimani,KiMr25081224,well,"Contaminated: Chemical","Install RO filter"
"2 Pwani Ya Joto Road",Rural,Sokoto,SoRu38400224,river,NULL,"Drill well"
"83 Koinange Street",Rural,Akatsi,AkRu03684224,well,"Contaminated: Chemical","Install RO filter"
"102 Constantine Road",Rural,Hawassa,HaRu17666224,tap_in_home_broken,NULL,NULL
"50 Zamalek Parkway",Rural,Sokoto,SoRu35133224,tap_in_home_broken,NULL,NULL
"177 Zinjathropus Street",Rural,Amanzi,AmRu14112224,well,"Contaminated: Chemical","Install RO filter"
"33 Chura Mandela Avenue",Kofi,Sokoto,SoKo33325224,tap_in_home_broken,NULL,NULL
"150 Constantine Road",Rural,Hawassa,HaRu17688224,shared_tap,NULL,NULL
"121 Timbuktu Road",Rural,Amanzi,AmRu13957224,tap_in_home_broken,NULL,NULL
"137 African Skies Street",Rural,Akatsi,AkRu08439224,river,NULL,"Drill well"
"21 Yvonne Chaka Street",Harare,Akatsi,AkHa00591224,well,"Contaminated: Biological","Install UV and RO filter"
"143 Maseru Road",Rural,Kilimani,KiRu27265224,well,"Contaminated: Chemical","Install RO filter"
"193 Okocha Street",Mrembo,Kilimani,KiMr24455224,river,NULL,"Drill well"
"174 Koinange Street",Rural,Akatsi,AkRu03588224,well,"Contaminated: Chemical","Install RO filter"
"101 Acacia Lane",Rural,Kilimani,KiRu25789224,well,"Contaminated: Chemical","Install RO filter"
"196 Ukingo Wa Jua Street",Rural,Akatsi,AkRu07326224,shared_tap,NULL,NULL
"122 Achebe Street",Bello,Amanzi,AmBe11088224,shared_tap,NULL,NULL
"137 Afro Jazz Street",Amina,Amanzi,AmAm09971224,tap_in_home_broken,NULL,NULL
"18 Yaya Touré Lane",Majengo,Sokoto,SoMa33982224,river,NULL,"Drill well"
"72 Afro Beat Road",Serowe,Hawassa,HaSe21210224,tap_in_home_broken,NULL,NULL
"59 Ziwa La Kutazama Avenue",Amina,Hawassa,HaAm16271224,well,"Contaminated: Chemical","Install RO filter"
"187 Jengo Street",Pwani,Amanzi,AmPw12390224,tap_in_home_broken,NULL,NULL
"45 Kitale Drive",Rural,Kilimani,KiRu25627224,well,"Contaminated: Chemical","Install RO filter"
"59 Durban Road",Djenne,Hawassa,HaDj16747224,well,"Contaminated: Biological","Install UV and RO filter"
"41 Sahara Terrace",Rural,Akatsi,AkRu02948224,well,"Contaminated: Chemical","Install RO filter"
"44 Jengo Street",Pwani,Amanzi,AmPw12463224,tap_in_home_broken,NULL,NULL
"88 Bahari Nzuri Street",Rural,Kilimani,KiRu28690224,river,NULL,"Drill well"
"134 Eto'o Street",Asmara,Amanzi,AmAs10306224,well,"Contaminated: Chemical","Install RO filter"
"132 Kuku Kenyatta Road",Rural,Sokoto,SoRu37792224,well,"Contaminated: Chemical","Install RO filter"
"54 Simba Road",Rural,Akatsi,AkRu06109224,shared_tap,NULL,NULL
"45 Rhodes Street",Rural,Hawassa,HaRu17510224,river,NULL,"Drill well"
"87 Pwani Mchangani Road",Ilanga,Sokoto,SoIl32585224,well,"Contaminated: Chemical","Install RO filter"
"137 Mlima Wa Matumaini Street",Mrembo,Kilimani,KiMr24936224,well,"Contaminated: Biological","Install UV and RO filter"
"71 Nyama Choma Street",Rural,Amanzi,AmRu14731224,tap_in_home_broken,NULL,NULL
"112 Conakry Street",Zuri,Kilimani,KiZu31171224,river,NULL,"Drill well"
"39 Langata Road",Isiqalo,Kilimani,KiIs23538224,river,NULL,"Drill well"
"92 Kob Maathai Road",Mrembo,Kilimani,KiMr24692224,well,"Contaminated: Biological","Install UV and RO filter"
"32 Nairobi Drive",Djenne,Hawassa,HaDj16856224,well,"Contaminated: Biological","Install UV and RO filter"
"67 Samora Machel Road",Harare,Kilimani,KiHa23290224,well,"Contaminated: Biological","Install UV and RO filter"
"1 Khama Avenue",Rural,Hawassa,HaRu18836224,tap_in_home_broken,NULL,NULL
"26 Giza Street",Rural,Akatsi,AkRu04750224,well,"Contaminated: Chemical","Install RO filter"
"124 Cissé Road",Majengo,Sokoto,SoMa33781224,well,"Contaminated: Chemical","Install RO filter"
"6 Niamey Drive",Rural,Sokoto,SoRu36102224,well,"Contaminated: Biological","Install UV and RO filter"
"161 Conakry Street",Zuri,Kilimani,KiZu31274224,river,NULL,"Drill well"
"86 Nkrumah Road",Rural,Sokoto,SoRu36492224,river,NULL,"Drill well"
"135 Kenyatta Street",Rural,Akatsi,AkRu05314224,well,"Contaminated: Chemical","Install RO filter"
"23 Kimathi Street",Rural,Kilimani,KiRu26318224,well,"Contaminated: Biological","Install UV and RO filter"
"46 Bahari Nzuri Street",Rural,Kilimani,KiRu28657224,shared_tap,NULL,NULL
"44 Paka Amanpour Road",Dahabu,Amanzi,AmDa11695224,well,"Contaminated: Biological","Install UV and RO filter"
"58 Bahari Ya Faraja Road",Rural,Kilimani,KiRu29220224,tap_in_home_broken,NULL,NULL
"82 Okonjo-Iweala Street",Lusaka,Akatsi,AkLu02354224,well,"Contaminated: Chemical","Install RO filter"
"20 Tembo Road",Asmara,Amanzi,AmAs10071224,tap_in_home_broken,NULL,NULL
"11 Kigali Place",Rural,Akatsi,AkRu03188224,well,"Contaminated: Chemical","Install RO filter"
"5 Windhoek Way",Rural,Akatsi,AkRu04683224,well,"Contaminated: Chemical","Install RO filter"
"33 Abyei Avenue",Harare,Akatsi,AkHa00178224,tap_in_home_broken,NULL,NULL
"179 Tunis Street",Kintampo,Akatsi,AkKi00889224,well,"Contaminated: Biological","Install UV and RO filter"
"25 Salif Keita Drive",Rural,Kilimani,KiRu30667224,shared_tap,NULL,NULL
"98 Ellen Johnson Sirleaf Street",Rural,Sokoto,SoRu36915224,tap_in_home_broken,NULL,NULL
"3 Bahari Tamu Road",Ilanga,Sokoto,SoIl32805224,tap_in_home_broken,NULL,NULL
"24 Atlas Mountain Crest",Abidjan,Amanzi,AmAb08953224,tap_in_home_broken,NULL,NULL
"29 Amanpour Avenue",Rural,Kilimani,KiRu27606224,well,"Contaminated: Biological","Install UV and RO filter"
"52 Mwanza Street",Rural,Kilimani,KiRu25280224,well,"Contaminated: Biological","Install UV and RO filter"
"74 Garang Street",Amina,Hawassa,HaAm16059224,tap_in_home_broken,NULL,NULL
"17 Jengo Street",Pwani,Amanzi,AmPw12360224,shared_tap,NULL,NULL
"140 Afrobeats Street",Mrembo,Kilimani,KiMr25201224,tap_in_home_broken,NULL,NULL
"189 Kenyatta Street",Rural,Akatsi,AkRu05269224,tap_in_home_broken,NULL,NULL
"42 Mwewe Kagame Drive",Rural,Sokoto,SoRu37555224,tap_in_home_broken,NULL,NULL
"56 Mwanza Street",Rural,Kilimani,KiRu25352224,well,"Contaminated: Chemical","Install RO filter"
"166 Angelique Street",Rural,Sokoto,SoRu39514224,well,"Contaminated: Biological","Install UV and RO filter"
"76 Casablanca Road",Rural,Sokoto,SoRu36248224,tap_in_home_broken,NULL,NULL
"98 Gbenga Adeyinka Street",Rural,Hawassa,HaRu20632224,well,"Contaminated: Biological","Install UV and RO filter"
"196 Johannesburg Street",Dahabu,Amanzi,AmDa11449224,shared_tap,NULL,NULL
"34 Hugh Masekela Avenue",Rural,Sokoto,SoRu39196224,river,NULL,"Drill well"
"9 Ziwa La Tumaini Drive",Mrembo,Kilimani,KiMr25005224,river,NULL,"Drill well"
"44 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07009224,shared_tap,NULL,NULL
"10 Kofi Annan Avenue",Rural,Sokoto,SoRu37268224,well,"Contaminated: Biological","Install UV and RO filter"
"54 Mlima Wa Ufalme Avenue",Rural,Sokoto,SoRu38589224,river,NULL,"Drill well"
"8 Mbuni Nyerere Avenue",Rural,Akatsi,AkRu06742224,shared_tap,NULL,NULL
"25 N'Djamena Road",Rural,Kilimani,KiRu26762224,well,"Contaminated: Biological","Install UV and RO filter"
"17 Dodoma Drive",Isiqalo,Kilimani,KiIs23675224,well,"Contaminated: Biological","Install UV and RO filter"
"54 Zambezi Way",Amina,Amanzi,AmAm09374224,tap_in_home_broken,NULL,NULL
"119 Tembo Road",Asmara,Amanzi,AmAs10075224,tap_in_home_broken,NULL,NULL
"184 Mto Wa Ukarimu Street",Rural,Sokoto,SoRu38790224,well,"Contaminated: Biological","Install UV and RO filter"
"121 Sahara Street",Rural,Kilimani,KiRu30585224,well,"Contaminated: Chemical","Install RO filter"
"6 Chakula Ramaphosa Drive",Rural,Akatsi,AkRu06766224,well,"Contaminated: Chemical","Install RO filter"
"165 Punda Kagame Street",Rural,Akatsi,AkRu06296224,well,"Contaminated: Chemical","Install RO filter"
"18 Meru Circle",Ilanga,Sokoto,SoIl32294224,river,NULL,"Drill well"
"72 Kimathi Street",Rural,Kilimani,KiRu26260224,shared_tap,NULL,NULL
"38 Kitale Drive",Rural,Kilimani,KiRu25631224,well,"Contaminated: Chemical","Install RO filter"
"18 Khama Avenue",Rural,Hawassa,HaRu18847224,tap_in_home_broken,NULL,NULL
"57 Mlima Tazama Avenue",Rural,Hawassa,HaRu19700224,well,"Contaminated: Chemical","Install RO filter"
"32 Malaika Drive",Rural,Hawassa,HaRu20243224,well,"Contaminated: Chemical","Install RO filter"
"69 Yvonne Chaka Street",Harare,Akatsi,AkHa00558224,well,"Contaminated: Chemical","Install RO filter"
"15 Ziwa La Kutazama Avenue",Amina,Hawassa,HaAm16277224,well,"Contaminated: Chemical","Install RO filter"
"153 Sahara Street",Rural,Kilimani,KiRu30557224,tap_in_home_broken,NULL,NULL
"27 Mto Maridadi Avenue",Rural,Amanzi,AmRu15129224,well,"Contaminated: Chemical","Install RO filter"
"50 Lumumba Lane",Amina,Amanzi,AmAm09656224,tap_in_home_broken,NULL,NULL
"164 Lome Street",Amara,Kilimani,KiAm22133224,well,"Contaminated: Chemical","Install RO filter"
"37 Banjul Street",Zuri,Kilimani,KiZu30836224,well,"Contaminated: Chemical","Install RO filter"
"53 Sokoto Avenue",Mrembo,Kilimani,KiMr24275224,well,"Contaminated: Biological","Install UV and RO filter"
"67 Afro Jazz Street",Amina,Amanzi,AmAm09909224,tap_in_home_broken,NULL,NULL
"44 Femi Kuti Drive",Kintampo,Akatsi,AkKi01530224,well,"Contaminated: Chemical","Install RO filter"
"198 Asmara Street",Rural,Akatsi,AkRu04256224,well,"Contaminated: Biological","Install UV and RO filter"
"59 Simba Road",Rural,Sokoto,SoRu34763224,river,NULL,"Drill well"
"21 Ouagadougou Way",Rural,Kilimani,KiRu27073224,well,"Contaminated: Biological","Install UV and RO filter"
"71 Constantine Road",Rural,Hawassa,HaRu17650224,well,"Contaminated: Biological","Install UV and RO filter"
"32 Mombasa Road",Rural,Sokoto,SoRu35784224,well,"Contaminated: Chemical","Install RO filter"
"41 Bissau Street",Rural,Akatsi,AkRu05095224,well,"Contaminated: Chemical","Install RO filter"
"180 Lubumbashi Lane",Rural,Hawassa,HaRu18033224,shared_tap,NULL,NULL
"131 Samora Machel Road",Harare,Kilimani,KiHa23345224,tap_in_home_broken,NULL,NULL
"27 Bissau Street",Rural,Akatsi,AkRu04952224,well,"Contaminated: Chemical","Install RO filter"
"11 Amadou & Mariam Avenue",Rural,Sokoto,SoRu39417224,well,"Contaminated: Biological","Install UV and RO filter"
"40 Yaya Touré Lane",Majengo,Sokoto,SoMa33930224,river,NULL,"Drill well"
"169 Oliver Tambo Street",Harare,Akatsi,AkHa00378224,tap_in_home_broken,NULL,NULL
"58 Nile Way",Asmara,Amanzi,AmAs10171224,shared_tap,NULL,NULL
"29 Ziwa Nyeusi Street",Kintampo,Akatsi,AkKi01227224,well,"Contaminated: Chemical","Install RO filter"
"56 Chura Usman Street",Bahari,Sokoto,SoBa31881224,river,NULL,"Drill well"
"171 Achebe Street",Bello,Amanzi,AmBe11103224,well,"Contaminated: Biological","Install UV and RO filter"
"23 Kamuzu Banda Road",Rural,Sokoto,SoRu36782224,shared_tap,NULL,NULL
"102 Bamako Road",Cheche,Sokoto,SoCh32020224,tap_in_home_broken,NULL,NULL
"49 Duma Leakey Road",Rural,Kilimani,KiRu27976224,well,"Contaminated: Chemical","Install RO filter"
"111 Banjul Street",Zuri,Kilimani,KiZu30760224,river,NULL,"Drill well"
"34 Senghor Way",Rural,Amanzi,AmRu14090224,tap_in_home_broken,NULL,NULL
"135 Yvonne Chaka Street",Harare,Akatsi,AkHa00686224,well,"Contaminated: Biological","Install UV and RO filter"
"68 Kipepeo Johnson Street",Rural,Kilimani,KiRu28264224,well,"Contaminated: Biological","Install UV and RO filter"
"52 Pretoria Avenue",Mrembo,Kilimani,KiMr24341224,tap_in_home_broken,NULL,NULL
"36 Kimathi Street",Rural,Kilimani,KiRu26246224,well,"Contaminated: Chemical","Install RO filter"
"62 Twiga Lane",Rural,Hawassa,HaRu16987224,tap_in_home_broken,NULL,NULL
"83 Cape Verde Street",Ilanga,Sokoto,SoIl32861224,well,"Contaminated: Biological","Install UV and RO filter"
"133 Conakry Street",Zuri,Kilimani,KiZu31286224,shared_tap,NULL,NULL
"4 Patrice Lumumba Drive",Abidjan,Amanzi,AmAb09213224,shared_tap,NULL,NULL
"44 Achebe Street",Bello,Amanzi,AmBe11035224,tap_in_home_broken,NULL,NULL
"86 Monrovia Street",Rural,Sokoto,SoRu35514224,well,"Contaminated: Biological","Install UV and RO filter"
"179 Acacia Lane",Rural,Kilimani,KiRu25739224,well,"Contaminated: Biological","Install UV and RO filter"
"11 Miriam Makeba Drive",Rural,Hawassa,HaRu19136224,well,"Contaminated: Chemical","Install RO filter"
"55 Bahari Tamu Road",Ilanga,Sokoto,SoIl32793224,well,"Contaminated: Chemical","Install RO filter"
"110 Sungura Amanpour Road",Rural,Kilimani,KiRu28420224,well,"Contaminated: Biological","Install UV and RO filter"
"23 Bahari Ya Uzuri Drive",Rural,Kilimani,KiRu29416224,well,"Contaminated: Chemical","Install RO filter"
"150 Kiboko Nkrumah Lane",Rural,Hawassa,HaRu19259224,well,"Contaminated: Chemical","Install RO filter"
"3 Chura Usman Street",Bahari,Sokoto,SoBa31894224,tap_in_home_broken,NULL,NULL
"124 Youssou N'Dour Road",Rural,Sokoto,SoRu39127224,well,"Contaminated: Chemical","Install RO filter"
"77 Lilongwe Street",Lusaka,Akatsi,AkLu01920224,tap_in_home_broken,NULL,NULL
"43 Patrice Lumumba Drive",Abidjan,Amanzi,AmAb09215224,tap_in_home_broken,NULL,NULL
"52 Victoria Street",Rural,Akatsi,AkRu04199224,well,"Contaminated: Chemical","Install RO filter"
"46 Antananarivo Road",Rural,Akatsi,AkRu04506224,well,"Contaminated: Chemical","Install RO filter"
"36 Ziwa La Amani Drive",Mrembo,Kilimani,KiMr24782224,well,"Contaminated: Biological","Install UV and RO filter"
"70 Angelique Street",Rural,Sokoto,SoRu39628224,shared_tap,NULL,NULL
"33 Niamey Drive",Rural,Sokoto,SoRu36114224,well,"Contaminated: Biological","Install UV and RO filter"
"14 Accra Avenue",Amina,Amanzi,AmAm09413224,tap_in_home_broken,NULL,NULL
"138 Acacia Lane",Rural,Kilimani,KiRu25783224,tap_in_home_broken,NULL,NULL
"194 Yaya Touré Lane",Majengo,Sokoto,SoMa34046224,well,"Contaminated: Chemical","Install RO filter"
"150 Garang Street",Amina,Hawassa,HaAm15927224,well,"Contaminated: Biological","Install UV and RO filter"
"41 Tripoli Terrace",Rural,Hawassa,HaRu18179224,tap_in_home_broken,NULL,NULL
"91 Durban Road",Djenne,Hawassa,HaDj16803224,well,"Contaminated: Biological","Install UV and RO filter"
"24 Meru Circle",Ilanga,Sokoto,SoIl32274224,tap_in_home_broken,NULL,NULL
"142 Kob Maathai Road",Mrembo,Kilimani,KiMr24715224,tap_in_home_broken,NULL,NULL
"21 Kumasi Street",Lusaka,Akatsi,AkLu01931224,well,"Contaminated: Chemical","Install RO filter"
"170 Casablanca Street",Rural,Amanzi,AmRu13622224,shared_tap,NULL,NULL
"44 Nyoka Achebe Street",Dahabu,Amanzi,AmDa11822224,shared_tap,NULL,NULL
"30 Kob Maathai Road",Mrembo,Kilimani,KiMr24683224,well,"Contaminated: Biological","Install UV and RO filter"
"88 Jangwa La Fisi Street",Asmara,Amanzi,AmAs10677224,tap_in_home_broken,NULL,NULL
"24 Nile Way",Asmara,Amanzi,AmAs10213224,tap_in_home_broken,NULL,NULL
"39 Tausi Lumumba Avenue",Rural,Sokoto,SoRu37701224,river,NULL,"Drill well"
"41 Benghazi Boulevard",Rural,Amanzi,AmRu13830224,shared_tap,NULL,NULL
"197 Kimathi Street",Rural,Kilimani,KiRu26286224,tap_in_home_broken,NULL,NULL
"6 Kalahari Avenue",Rural,Kilimani,KiRu25910224,tap_in_home_broken,NULL,NULL
"43 Zinjathropus Street",Rural,Amanzi,AmRu14283224,tap_in_home_broken,NULL,NULL
"41 Ouagadougou Way",Rural,Kilimani,KiRu27093224,shared_tap,NULL,NULL
"73 Ziwa La Kioo Road",Rural,Kilimani,KiRu28863224,tap_in_home_broken,NULL,NULL
"18 Afro Jazz Street",Amina,Amanzi,AmAm09975224,tap_in_home_broken,NULL,NULL
"44 Chura Mandela Avenue",Kofi,Sokoto,SoKo33301224,river,NULL,"Drill well"
"39 Kipepeo Johnson Street",Rural,Kilimani,KiRu28314224,tap_in_home_broken,NULL,NULL
"40 Milima Nyeusi Drive",Rural,Akatsi,AkRu08053224,river,NULL,"Drill well"
"158 Mbeki Street",Rural,Akatsi,AkRu05962224,shared_tap,NULL,NULL
"43 Kano Street",Rural,Hawassa,HaRu18500224,well,"Contaminated: Biological","Install UV and RO filter"
"55 Ziwa La Machweo Avenue",Rural,Amanzi,AmRu15369224,tap_in_home_broken,NULL,NULL
"2 Jerusalema Lane",Rural,Amanzi,AmRu15493224,shared_tap,NULL,NULL
"162 Farasi Makeba Street",Isiqalo,Kilimani,KiIs23942224,well,"Contaminated: Chemical","Install RO filter"
"68 Lumumba Lane",Amina,Amanzi,AmAm09620224,river,NULL,"Drill well"
"56 Savanna Street",Rural,Akatsi,AkRu03282224,well,"Contaminated: Chemical","Install RO filter"
"23 Accra Avenue",Amina,Amanzi,AmAm09465224,river,NULL,"Drill well"
"19 Afrobeats Street",Mrembo,Kilimani,KiMr25076224,tap_in_home_broken,NULL,NULL
"124 Lome Street",Amara,Kilimani,KiAm21983224,tap_in_home_broken,NULL,NULL
"6 Pygmy Trail",Serowe,Hawassa,HaSe20876224,well,"Contaminated: Chemical","Install RO filter"
"46 Tripoli Terrace",Rural,Hawassa,HaRu18217224,well,"Contaminated: Biological","Install UV and RO filter"
"66 Bujumbura Street",Harare,Kilimani,KiHa22951224,well,"Contaminated: Biological","Install UV and RO filter"
"3 Giza Promenade",Rural,Akatsi,AkRu03057224,tap_in_home_broken,NULL,NULL
"122 Bahari Nzuri Street",Rural,Kilimani,KiRu28762224,well,"Contaminated: Chemical","Install RO filter"
"115 Monrovia Street",Rural,Sokoto,SoRu35492224,shared_tap,NULL,NULL
"130 Durban Road",Djenne,Hawassa,HaDj16670224,well,"Contaminated: Biological","Install UV and RO filter"
"47 Lilongwe Drive",Marang,Sokoto,SoMa34378224,river,NULL,"Drill well"
"20 Dodoma Drive",Isiqalo,Kilimani,KiIs23663224,well,"Contaminated: Chemical","Install RO filter"
"33 Soyinka Boulevard",Rural,Kilimani,KiRu27488224,river,NULL,"Drill well"
"194 Monrovia Street",Rural,Sokoto,SoRu35573224,shared_tap,NULL,NULL
"48 Lome Street",Amara,Kilimani,KiAm22088224,well,"Contaminated: Biological","Install UV and RO filter"
"138 Pwani Ya Joto Road",Rural,Sokoto,SoRu38475224,well,"Contaminated: Biological","Install UV and RO filter"
"16 Monrovia Street",Rural,Sokoto,SoRu35537224,well,"Contaminated: Chemical","Install RO filter"
"6 Salif Keita Drive",Rural,Kilimani,KiRu30660224,well,"Contaminated: Chemical","Install RO filter"
"26 Zanzibar Street",Rural,Kilimani,KiRu26882224,well,"Contaminated: Chemical","Install RO filter"
"67 Ukingo Wa Jua Street",Rural,Akatsi,AkRu07444224,well,"Contaminated: Chemical","Install RO filter"
"120 Eto'o Street",Asmara,Amanzi,AmAs10391224,shared_tap,NULL,NULL
"136 Lusaka Road",Cheche,Sokoto,SoCh32124224,well,"Contaminated: Chemical","Install RO filter"
"104 Mlima Wa Matumaini Street",Mrembo,Kilimani,KiMr24970224,well,"Contaminated: Biological","Install UV and RO filter"
"31 Giza Street",Rural,Akatsi,AkRu04761224,well,"Contaminated: Chemical","Install RO filter"
"131 Freedom Road",Rural,Akatsi,AkRu08220224,shared_tap,NULL,NULL
"90 Maji Mema Street",Rural,Akatsi,AkRu07835224,river,NULL,"Drill well"
"123 Algiers Road",Majengo,Sokoto,SoMa33641224,well,"Contaminated: Biological","Install UV and RO filter"
"154 Wole Soyinka Street",Rural,Akatsi,AkRu05477224,river,NULL,"Drill well"
"135 Kimathi Street",Rural,Kilimani,KiRu26264224,tap_in_home_broken,NULL,NULL
"9 Moi Avenue",Rural,Akatsi,AkRu03999224,well,"Contaminated: Chemical","Install RO filter"
"31 Zamajobe Avenue",Amina,Amanzi,AmAm09756224,tap_in_home_broken,NULL,NULL
"66 Pwani Mchangani Road",Ilanga,Sokoto,SoIl32608224,tap_in_home_broken,NULL,NULL
"32 Panya Zinjathropus Avenue",Rural,Sokoto,SoRu37595224,river,NULL,"Drill well"
"139 Okapi Road",Yaounde,Hawassa,HaYa21491224,well,"Contaminated: Chemical","Install RO filter"
"87 Gbenga Adeyinka Street",Rural,Hawassa,HaRu20570224,tap_in_home_broken,NULL,NULL
"87 Tunis Street",Kintampo,Akatsi,AkKi00892224,tap_in_home_broken,NULL,NULL
"12 Haile Selassie Avenue",Rural,Kilimani,KiRu27814224,tap_in_home_broken,NULL,NULL
"108 Constantine Road",Rural,Hawassa,HaRu17605224,well,"Contaminated: Biological","Install UV and RO filter"
"70 Yvonne Chaka Road",Deka,Hawassa,HaDe16644224,well,"Contaminated: Biological","Install UV and RO filter"
"148 Ladysmith Black Street",Rural,Akatsi,AkRu08807224,well,"Contaminated: Chemical","Install RO filter"
"61 Mlima Wa Uzuri Avenue",Rural,Sokoto,SoRu38399224,shared_tap,NULL,NULL
"32 Waka Waka Avenue",Rural,Akatsi,AkRu08641224,well,"Contaminated: Chemical","Install RO filter"
"10 Lusaka Circle",Rural,Sokoto,SoRu35067224,river,NULL,"Drill well"
"135 Tembo Road",Asmara,Amanzi,AmAs10148224,well,"Contaminated: Chemical","Install RO filter"
"122 Langata Road",Isiqalo,Kilimani,KiIs23568224,river,NULL,"Drill well"
"78 Twiga Lane",Rural,Hawassa,HaRu17145224,well,"Contaminated: Biological","Install UV and RO filter"
"51 Casablanca Street",Rural,Amanzi,AmRu13513224,tap_in_home_broken,NULL,NULL
"174 Seychelles Street",Rural,Sokoto,SoRu35996224,well,"Contaminated: Chemical","Install RO filter"
"31 Dakar Crescent",Rural,Akatsi,AkRu02978224,well,"Contaminated: Chemical","Install RO filter"
"61 Franco Luambo Avenue",Rural,Amanzi,AmRu15725224,tap_in_home_broken,NULL,NULL
"106 Bamako Road",Cheche,Sokoto,SoCh32001224,well,"Contaminated: Chemical","Install RO filter"
"20 Khama Avenue",Rural,Hawassa,HaRu18849224,tap_in_home_broken,NULL,NULL
"106 Duma Leakey Road",Rural,Kilimani,KiRu28002224,river,NULL,"Drill well"
"29 African Unity Drive",Rural,Akatsi,AkRu08600224,well,"Contaminated: Chemical","Install RO filter"
"55 Cape Town Avenue",Rural,Sokoto,SoRu38881224,well,"Contaminated: Chemical","Install RO filter"
"11 Fisi Nkrumah Street",Rural,Akatsi,AkRu06892224,well,"Contaminated: Chemical","Install RO filter"
"15 Kigali Place",Rural,Akatsi,AkRu03173224,shared_tap,NULL,NULL
"8 Nelson Mandela Street",Rural,Sokoto,SoRu37227224,shared_tap,NULL,NULL
"199 Mawimbi Maji Street",Rural,Amanzi,AmRu15138224,tap_in_home_broken,NULL,NULL
"73 Tunis Road",Rural,Hawassa,HaRu17785224,tap_in_home_broken,NULL,NULL
"41 Mto Maridadi Avenue",Rural,Amanzi,AmRu15087224,well,"Contaminated: Chemical","Install RO filter"
"72 N'Djamena Road",Rural,Kilimani,KiRu26711224,well,"Contaminated: Biological","Install UV and RO filter"
"10 Ziwa Nyeusi Street",Kintampo,Akatsi,AkKi01320224,well,"Contaminated: Chemical","Install RO filter"
"14 Yaounde Street",Zuri,Kilimani,KiZu30951224,tap_in_home_broken,NULL,NULL
"8 Biko Avenue",Kofi,Sokoto,SoKo33104224,well,"Contaminated: Biological","Install UV and RO filter"
"189 Desmond Tutu Street",Rural,Kilimani,KiRu27705224,well,"Contaminated: Chemical","Install RO filter"
"197 Acacia Lane",Rural,Kilimani,KiRu25756224,well,"Contaminated: Biological","Install UV and RO filter"
"28 Kampala Road",Zanzibar,Hawassa,HaZa21727224,well,"Contaminated: Chemical","Install RO filter"
"97 Koinange Street",Rural,Akatsi,AkRu03494224,well,"Contaminated: Chemical","Install RO filter"
"53 Burna Boy Street",Rural,Kilimani,KiRu30199224,well,"Contaminated: Biological","Install UV and RO filter"
"24 Tahrir Square",Rural,Hawassa,HaRu17314224,shared_tap,NULL,NULL
"21 Simba Road",Rural,Sokoto,SoRu34686224,well,"Contaminated: Chemical","Install RO filter"
